"UANUM","UANAME","Latitude","Longitude","4 Week Rate","4 Week TRP","CPP","CPM"
54388,"Marengo, IL",42.248611100000005,-88.6083333,8437.5,575.0,17.125,6.125
54415,"Marianna, AR",34.773611100000004,-90.7575,1539.75,450.0,4.0,16.25
54442,"Marianna, FL",30.774166700000002,-85.22694440000001,17884.0,500.0,36.125,17.0
54469,"Maricao, PR",18.182777800000004,-66.9802778,7500.0,400.0,19.0,6.0
54477,"Maricopa, AZ",33.0580556,-112.04694440000002,95000.0,300.0,332.5,8.5
54486,"Marietta, OH--WV",39.4152778,-81.455,2315.0,200.0,12.0,7.0
54496,"Marinette--Menominee, WI--MI",45.107763,-87.614274,675.0,200.0,3.0,6.0
54739,"Marion Oaks, FL",29.008333299999997,-82.1833333,6266.666666666701,633.3333333333001,10.6666666667,3.6666666667000003
54577,"Marion, IN",40.5583333,-85.6591667,1225.0,300.0,4.0,4.5
54604,"Marion, KY",37.3327778,-88.08111109999999,3150.0,555.5555555556,6.2222222222,6.8888888888999995
54631,"Marion, NC",35.6838889,-82.0094444,2100.0,600.0,4.0,8.0
54658,"Marion, OH",40.5886111,-83.12861109999999,2277.2222222222,577.7777777778,4.6666666667,6.666666666699999
54685,"Marion, SC",34.17805560000001,-79.4008333,966.6666666666999,300.0,3.6666666667000003,1.3333333333
54712,"Marion, VA",36.8347222,-81.515,1563.0,430.76923076919996,3.8461538462,3.7692307692
54778,"Marks, MS",34.2563889,-90.2719444,1267.6666666667,533.3333333333001,2.8333333332999997,12.166666666700001
54793,"Marksville, LA",31.1277778,-92.06611109999999,4952.7777777778,844.4444444444,7.2777777778,5.7222222222
54820,"Marlin, TX",31.306111100000003,-96.8977778,1260.0,200.0,6.0,12.0
54847,"Marlow, OK",34.648055600000006,-97.95777779999999,7400.0,533.3333333333001,14.333333333299999,19.3333333333
54874,"Marquette, MI",46.54361110000001,-87.39527779999999,2062.5,750.0,3.0,4.4166666667
54901,"Marseilles, IL",41.3308333,-88.7080556,5566.666666666701,466.6666666667,12.666666666700001,7.333333333300001
54928,"Marshall, IL",39.391388899999995,-87.6936111,5322.5,540.0,11.3,3.3
54955,"Marshall, MI",42.2722222,-84.9633333,34342.8571428571,471.4285714286,76.4285714286,4.8571428570999995
54982,"Marshall, MN",44.44694439999999,-95.78805559999999,1130.0,200.0,6.0,22.0
55009,"Marshall, MO",39.1230556,-93.19666670000001,1437.5,575.0,3.125,12.0
55036,"Marshall, TX",32.5447222,-94.3672222,953.3333333333001,400.0,2.0,6.333333333300001
55063,"Marshall, WI",43.1683333,-89.0666667,2050.0,400.0,6.0,6.833333333300001
55090,"Marshalltown, IA",42.0494444,-92.90777779999999,36386.5625,156.25,59.5625,6.965
55117,"Marshfield, MO",37.3386111,-92.9069444,19730.769230769198,800.0,28.0769230769,3.0769230769
55144,"Marshfield, WI",44.6688889,-90.1716667,4675.625,950.0,5.125,8.125
55171,"Martin, TN",36.3433333,-88.85027779999999,1425.0,350.0,4.25,12.0
55198,"Martinsburg, PA",40.311111100000005,-78.3244444,50142.3636363636,818.1818181817999,62.0,10.0909090909
55225,"Martinsville, IN",39.4277778,-86.42833329999999,7098.5714285714,457.1428571429,17.0,8.857142857100001
55252,"Martinsville, VA",36.6913889,-79.8727778,2812.5,600.0,5.0,7.0
55279,"Marysville, KS",39.841111100000006,-96.6469444,4412.4,460.0,10.7,5.3
55306,"Marysville, OH",40.236388899999994,-83.3672222,1025.0,300.0,3.5,10.0
55333,"Marysville, WA",48.0519444,-122.1758333,7754.166666666701,816.6666666666999,10.0833333333,6.416666666699999
55360,"Maryville, MO",40.3461111,-94.87222220000001,700.0,300.0,2.5,3.5
55375,"Mascoutah, IL",38.4902778,-89.7930556,31190.0,280.0,110.6,5.2
55414,"Mason City, IA",43.153611100000006,-93.2008333,500.0,200.0,3.0,5.0
55441,"Masontown, PA",39.8466667,-79.9,4407.75,375.0,12.25,7.75
55468,"Massena, NY",44.92805560000001,-74.8922222,500.0,400.0,1.0,1.0
55495,"Mathis, TX",28.094166700000002,-97.82777779999999,10655.5384615385,846.1538461538,13.3846153846,3.8461538462
55522,"Mattawa, WA",46.7380556,-119.9016667,7650.0,200.0,38.5,7.0
55576,"Mattoon, IL",39.48305560000001,-88.3727778,2270.0,360.0,7.2,11.0
55603,"Mauldin--Simpsonville, SC",34.7369444,-82.2544444,1800.0,800.0,2.5,7.0
55684,"Mauston, WI",43.7972222,-90.07722220000001,1625.0,600.0,3.5,5.5
55738,"Mayag�ez, PR",18.201346,-67.145152,7500.0,400.0,19.0,6.0
55750,"Maybrook, NY",41.4838889,-74.2180556,300105.0,156.25,494.375,9.6025
55765,"Mayfield, KY",36.7416667,-88.6366667,1425.0,350.0,4.25,12.0
55792,"Mayodan, NC",36.4122222,-79.96722220000001,2812.5,600.0,5.0,7.0
55819,"Maysville, KY--OH",38.6411111,-83.7444444,989.0,250.0,4.25,5.5
55846,"Mayville, WI",43.4941667,-88.54472220000001,153087.5,500.0,315.375,4.25
55860,"Mazomanie, WI",43.1766667,-89.79472220000001,1625.0,600.0,3.5,5.5
52363,"McAlester, OK",34.9333333,-95.7694444,1575.0,250.0,6.5,8.75
52390,"McAllen, TX",26.203055600000003,-98.22972220000001,10655.5384615385,846.1538461538,13.3846153846,3.8461538462
52471,"McComb, MS",31.243611100000003,-90.4530556,1057.0,460.0,2.8,4.7
52498,"McConnelsville, OH",39.648611100000004,-81.8533333,5000.0,466.6666666667,13.333333333299999,10.3333333333
52525,"McCook, NE",40.201944399999995,-100.62527779999999,1064.6666666667,466.6666666667,2.6666666667,9.0
52552,"McFarland, CA",35.67805560000001,-119.22833329999999,44720.181818181794,945.4545454545,47.818181818199996,8.0
52579,"McGehee, AR",33.6288889,-91.39944440000001,3030.2222222222,688.8888888888999,5.5555555556,9.8888888889
52606,"McGregor, TX",31.443888899999997,-97.40888890000001,1260.0,200.0,6.0,12.0
52633,"McKenzie, TN",36.1325,-88.51861109999999,1706.25,300.0,5.5,11.5
52687,"McKinney, TX",33.1975,-96.615,78975.0,145.8333333333,136.9444444444,2.5005555556
52714,"McLeansboro, IL",38.0933333,-88.5355556,2286.0,440.0,5.8,10.8
52741,"McMinnville, OR",45.2102778,-123.1975,600.0,200.0,3.0,4.0
52768,"McMinnville, TN",35.6833333,-85.77,1023.75,616.6666666666999,1.9166666666999999,4.4166666667
52903,"McPherson, KS",38.3708333,-97.6638889,20320.6875,156.25,33.5,3.68875
52930,"McRae, GA",32.0677778,-82.9008333,5066.6666666667,555.5555555556,9.8888888889,5.7777777778
55900,"Meadville, PA",41.641388899999995,-80.1516667,8925.0,300.0,30.0,41.0
55927,"Mecca, CA",33.5716667,-116.0763889,8022.727272727299,581.8181818182,14.909090909100001,9.3636363636
55981,"Medford, OR",42.326666700000004,-122.87444440000002,3151.0,300.0,10.5,4.0
56008,"Medford, WI",45.138611100000006,-90.34,1852.1428571429,1000.0,2.4285714286,8.4285714286
56023,"Medical Lake, WA",47.5730556,-117.68111110000001,14843.1818181818,727.2727272727001,22.2727272727,5.090909090899999
56035,"Medina, NY",43.22,-78.38722220000001,2983.3333333333003,400.0,7.666666666699999,15.333333333299999
56072,"Medina, TN",35.8027778,-88.77472220000001,2950.0,300.0,10.5,5.0
56089,"Melrose, MN",45.6747222,-94.80722220000001,1897.0,440.0,4.4,11.0
56116,"Memphis, TN--MS--AR",35.14944439999999,-90.04888890000001,24436.5416666667,156.25,40.25,2.95375
56143,"Mena, AR",34.586111100000004,-94.2394444,20325.1875,156.25,33.375,5.405625
56170,"Mendota, CA",36.7536111,-120.38055559999998,8432.0,800.0,10.833333333299999,8.0
56197,"Mendota, IL",41.5472222,-89.1175,8437.5,575.0,17.125,6.125
56224,"Menomonie, WI",44.875555600000006,-91.9191667,1702.8571428572,600.0,3.1428571429,7.4285714286
56251,"Merced, CA",37.3022222,-120.48194440000002,7955.0,600.0,14.0,6.0
56278,"Mercer, PA",41.226944399999994,-80.24,8925.0,300.0,30.0,41.0
56305,"Meridian, MS",32.3641667,-88.70361109999999,2289.2857142857,857.1428571429,3.3571428571,4.3571428570999995
56359,"Merrill, WI",45.180555600000005,-89.6833333,1852.1428571429,1000.0,2.4285714286,8.4285714286
56386,"Mescalero Park, TX",30.586225,-96.307334,5600.0,342.8571428571,18.571428571400002,7.5714285714
56413,"Mesquite, NV--AZ",36.805555600000005,-114.06638889999999,20065.6875,156.25,33.5,2.11125
56440,"Metamora, IL",40.790555600000005,-89.3605556,5566.666666666701,466.6666666667,12.666666666700001,7.333333333300001
56467,"Metropolis, IL",37.1511111,-88.7319444,3150.0,555.5555555556,6.2222222222,6.8888888888999995
56494,"Metter, GA",32.396944399999995,-82.0602778,1375.0,300.0,5.0,5.75
56521,"Mexia, TX",31.6797222,-96.4819444,1260.0,200.0,6.0,12.0
56548,"Mexico, MO",39.1697222,-91.8827778,1718.1818181817998,509.09090909089997,3.7272727273000004,14.4545454545
56575,"Meyersdale, PA",39.8136111,-79.025,10437.8333333333,866.6666666666999,11.333333333299999,18.0
56602,"Miami, FL",25.7738889,-80.1938889,76548.0,156.25,126.875,3.52625
56629,"Miami, OK",36.874444399999994,-94.8772222,5717.2608695652,852.1739130435001,7.3043478261,5.0434782609
56656,"Michigan City--La Porte, IN--MI",43.3504,-84.5603,2040.0,720.0,3.0,7.0
56710,"Middlebury, IN",41.675277799999996,-85.70611109999999,2700.0,300.0,10.0,4.0
56737,"Middlebury, VT",44.0152778,-73.1677778,2478.5714285714002,457.1428571429,5.8571428571,7.7142857143
56764,"Middlefield, OH",41.46194439999999,-81.07388890000001,32475.0,300.0,110.0,6.5
56791,"Middleport, OH--WV",39.0016667,-82.04888890000001,65533.2142857143,542.8571428571,127.7142857143,5.7142857143
56818,"Middlesborough, KY--TN--VA",36.607257000000004,-83.714285,1675.625,375.0,4.5,4.125
56845,"Middletown, DE",39.4494444,-75.7166667,7344.0,320.0,22.8,5.4
56872,"Middletown, IN",40.0572222,-85.5372222,633.3333333333001,433.3333333333,2.1666666667,3.6666666667000003
56899,"Middletown, NY",41.4458333,-74.4233333,300105.0,156.25,494.375,9.6025
56926,"Middletown, OH",39.515,-84.3983333,44208.3333333333,1111.1111111111,42.222222222199996,4.3333333333
56953,"Middleville, MI",42.713055600000004,-85.46194440000001,18370.0,440.0,45.0,5.2
56980,"Midland, MI",43.61555560000001,-84.24722220000001,3980.0,500.0,9.25,10.0
57007,"Midland, TX",31.9972222,-102.0775,1611.4285714285998,342.8571428571,4.8571428570999995,11.142857142899999
57061,"Mifflinburg, PA",40.9175,-77.0480556,4037.5,1000.0,4.0,10.0
57069,"Mifflintown, PA",40.5697222,-77.3972222,3375.0,1000.0,3.5,9.0
57079,"Milaca, MN",45.7558333,-93.6541667,4944.4444444445,422.2222222222,12.222222222200001,6.1111111111000005
57088,"Milan, MI",42.0852778,-83.6825,4500.0,200.0,23.0,7.0
57115,"Milan, TN",35.9197222,-88.7588889,2950.0,300.0,10.5,5.0
57142,"Milbank, SD",45.2191667,-96.6352778,950.0,350.0,3.0,9.0
57169,"Miles City, MT",46.408333299999995,-105.84,591.6666666666999,200.0,3.0,27.0
57196,"Milford, DE",38.9125,-75.42833329999999,7344.0,320.0,22.8,5.4
57206,"Milford, NJ--PA",40.568611100000005,-75.095,75000.0,300.0,255.0,4.0
57223,"Milledgeville, GA",33.08,-83.23222220000001,1125.0,300.0,4.0,7.0
57250,"Millen, GA",32.8038889,-81.9494444,1375.0,300.0,5.0,5.75
57277,"Millersburg, OH",40.554444399999994,-81.9180556,2395.0,700.0,3.5,9.0
57304,"Millersburg, PA",40.539444399999994,-76.9611111,25125.0,485.7142857143,52.1428571429,6.5714285714
57331,"Millinocket, ME",45.6572222,-68.7102778,2300.0,200.0,12.0,4.0
57358,"Millsboro, DE",38.5913889,-75.29166670000001,7344.0,320.0,22.8,5.4
57368,"Millsboro, PA",39.9866667,-79.9938889,4407.75,375.0,12.25,7.75
57385,"Millstadt, IL",38.461388899999996,-90.0916667,31190.0,280.0,110.6,5.2
57439,"Milton--Lewisburg, PA",40.9644444,-76.88472220000001,4037.5,1000.0,4.0,10.0
57395,"Milton, DE",38.7775,-75.3102778,7344.0,320.0,22.8,5.4
57402,"Milton, VT",44.6397222,-73.1108333,2478.5714285714002,457.1428571429,5.8571428571,7.7142857143
57466,"Milwaukee, WI",43.038888899999996,-87.90638890000001,37083.0625,156.25,60.8125,3.4378125
57493,"Minden, LA",32.6152778,-93.2866667,16946.875,925.0,20.4375,2.625
57520,"Minden, NE",40.498611100000005,-98.9475,1687.5,300.0,6.0,18.0
57547,"Mineola, TX",32.66305560000001,-95.4880556,1195.0,600.0,2.6,6.4
57574,"Mineral Wells, TX",31.488333299999997,-94.9397222,2000.0,836.3636363636,2.4545454545,4.0
57601,"Minerva, OH",40.7297222,-81.1055556,17915.3846153846,861.5384615385001,24.1538461538,5.2307692308
57628,"Minneapolis--St. Paul, MN--WI",44.938911,-93.117755,22930.0,200.0,114.6666666667,4.6666666667
57682,"Minot AFB, ND",48.415751,-101.338672,591.6666666666999,200.0,3.0,27.0
57655,"Minot, ND",48.2325,-101.2958333,591.6666666666999,200.0,3.0,27.0
57709,"Mission Viejo--Lake Forest--San Clemente, CA",33.4269444,-117.6111111,62375.0,300.0,212.0,7.5
57736,"Missoula, MT",46.8722222,-113.99305559999999,3025.0,266.6666666667,11.333333333299999,4.6666666667
57763,"Missouri Valley, IA",41.556388899999995,-95.8875,900.0,200.0,5.0,6.0
57790,"Mitchell, IN",38.7327778,-86.47361109999999,2620.8333333333,800.0,3.3333333332999997,11.0
57817,"Mitchell, SD",43.709444399999995,-98.0294444,1402.1428571429,571.4285714286,2.8571428571,13.142857142899999
57844,"Moab, UT",38.5733333,-109.54916670000001,2750.0,775.0,3.625,3.375
57871,"Moapa Valley, NV",36.2741667,-115.07055559999999,20065.6875,156.25,33.5,2.11125
57898,"Moberly, MO",39.4183333,-92.4380556,1425.0,516.6666666666999,3.0833333332999997,12.666666666700001
57925,"Mobile, AL",30.6941667,-88.0430556,15865.5555555556,933.3333333333001,17.888888888900002,5.2222222222
57952,"Mobridge, SD",45.5372222,-100.4275,1695.0,200.0,8.0,34.0
57979,"Mocksville, NC",35.89388889999999,-80.5616667,35100.0,766.6666666666999,54.3333333333,3.8333333332999997
58006,"Modesto, CA",37.639166700000004,-120.99583329999999,10606.25,500.0,23.5,5.0
58020,"Mojave, CA",35.0525,-118.17305559999998,44720.181818181794,945.4545454545,47.818181818199996,8.0
58033,"Molalla, OR",45.1475,-122.57583329999999,46783.5,1100.0,46.7,2.1
58060,"Momence, IL",41.1666667,-87.66277779999999,140155.083333333,156.25,233.6666666667,3.1816666667
58087,"Monahans, TX",31.594166700000002,-102.8922222,2800.0,650.0,5.0,9.25
58168,"Monessen--California, PA",40.0655556,-79.8919444,115932.41176470599,905.8823529412,135.4705882353,7.1176470588
58195,"Monett, MO",36.9288889,-93.9275,5717.2608695652,852.1739130435001,7.3043478261,5.0434782609
58249,"Monmouth--Independence, OR",44.851388899999996,-123.18555559999999,600.0,200.0,3.0,4.0
58222,"Monmouth, IL",40.9113889,-90.6472222,525.0,200.0,3.0,4.0
58303,"Monroe, GA",33.7947222,-83.7133333,1000.0,200.0,5.0,4.0
58330,"Monroe, LA",32.5091667,-92.11916670000001,4438.727272727299,854.5454545455,5.2727272727,3.7272727273000004
58357,"Monroe, MI",41.916388899999994,-83.3977778,4866.6666666667,400.0,13.0,10.0
58384,"Monroe, WI",42.601111100000004,-89.6383333,6718.0,240.0,29.4,5.2
58411,"Monroeville, AL",31.5277778,-87.32472220000001,2568.0,800.0,3.0,10.0
58428,"Mont Belvieu, TX",29.8475,-94.8905556,69809.7222222222,145.8333333333,125.9444444444,2.5772222222
58420,"Montauk, NY",41.0358333,-71.955,3830.0,466.6666666667,8.3333333333,4.0
58546,"Monte Vista, CO",37.5791667,-106.1475,1550.0,400.0,4.0,7.5
58438,"Monterey, TN",36.1475,-85.2683333,2917.8571428571995,785.7142857142999,4.4285714286,4.0
58469,"Montesano--Elma, WA",47.0036111,-123.4075,151865.05,142.5,261.0,6.6745
58519,"Montevideo, MN",44.9425,-95.7233333,1130.0,200.0,6.0,22.0
58573,"Montezuma, GA",32.305,-84.0275,5066.6666666667,555.5555555556,9.8888888889,5.7777777778
58675,"Montgomery City, MO",38.9775,-91.5047222,1718.1818181817998,509.09090909089997,3.7272727273000004,14.4545454545
58600,"Montgomery, AL",32.3666667,-86.3,12192.0,914.2857142857001,13.4285714286,4.4285714286
58627,"Montgomery, MN",44.438888899999995,-93.58111109999999,94235.5,156.25,158.125,4.489375
58654,"Montgomery, PA",41.1702778,-76.8772222,7083.333333333299,866.6666666666999,8.8333333333,8.0
58664,"Montgomery, WV",38.1802778,-81.32861109999999,3214.25,300.0,11.0,5.0
58870,"Monticello--Big Lake, MN",45.3325,-93.7458333,4944.4444444445,422.2222222222,12.222222222200001,6.1111111111000005
58708,"Monticello, AR",33.6288889,-91.7908333,21125.0,500.0,44.0,3.75
58721,"Monticello, GA",33.3047222,-83.6833333,1125.0,300.0,4.0,7.0
58789,"Monticello, IA",42.2383333,-91.1869444,10918.4615384615,938.4615384614999,12.2307692308,5.4615384615
58735,"Monticello, IL",40.0277778,-88.5733333,2500.0,200.0,13.0,6.0
58762,"Monticello, IN",40.7452778,-86.76472220000001,2375.0,300.0,8.5,4.5
58816,"Monticello, KY",36.8297222,-84.8491667,1200.0,400.0,3.0,4.0
58843,"Monticello, NY",41.65555560000001,-74.6897222,51600.0,766.6666666666999,62.8333333333,4.8333333333
58924,"Montpelier, OH",41.584444399999995,-84.6055556,1500.0,300.0,6.0,12.0
58951,"Montrose, CO",38.478333299999996,-107.87555559999998,2750.0,775.0,3.625,3.375
58961,"Montrose, MN",45.065,-93.9108333,1190.0,300.0,4.0,11.0
58972,"Moodus, CT",41.5027778,-72.4505556,3830.0,466.6666666667,8.3333333333,4.0
59005,"Moore Haven, FL",26.8327778,-81.0933333,26070.0,620.0,47.0,4.4
58992,"Moorefield, WV",39.0622222,-78.9697222,2812.5,300.0,10.25,6.25
59059,"Moorhead, MS",33.45,-90.5055556,1355.5,350.0,4.25,11.25
59098,"Moose Lake, MN",46.4541667,-92.7616667,7824.285714285699,600.0,13.4285714286,5.5
59113,"Mora, MN",45.8769444,-93.29361109999999,94235.5,156.25,158.125,4.489375
59194,"Morehead City, NC",34.722777799999996,-76.7263889,3267.4285714285998,600.0,5.5714285714,7.4285714286
59167,"Morehead, KY",38.1838889,-83.4327778,989.0,250.0,4.25,5.5
59221,"Morgan City, LA",29.699166700000003,-91.2066667,1829.0,1100.0,1.756097561,3.9024390244
59210,"Morgan, UT",41.03611110000001,-111.6761111,8966.6666666667,266.6666666667,34.6666666667,6.666666666699999
59248,"Morganfield, KY",37.6833333,-87.91666670000001,14847.1904761905,1000.0,16.1428571429,5.1904761905
59275,"Morgantown, WV",39.6294444,-79.95611109999999,4407.75,375.0,12.25,7.75
59302,"Morrilton, AR",35.150833299999995,-92.7438889,1600.0,720.0,2.4,3.0
59329,"Morris, IL",41.3572222,-88.42111109999999,140155.083333333,156.25,233.6666666667,3.1816666667
59356,"Morris, MN",45.586111100000004,-95.9136111,1459.0,700.0,2.3,6.2
59383,"Morrison, IL",41.8097222,-89.965,4950.0,533.3333333333001,9.6666666667,6.333333333300001
59410,"Morristown, TN",36.21388889999999,-83.295,1675.625,375.0,4.5,4.125
59437,"Morro Bay--Los Osos, CA",35.311111100000005,-120.8313889,6351.75,700.0,10.0,7.75
59464,"Morton, MS",32.3536111,-89.6544444,15752.777777777801,911.1111111111001,17.888888888900002,4.0
59491,"Moscow, ID",46.7325,-116.99916670000002,1360.0,500.0,2.75,6.0
59501,"Moscow, PA",41.3366667,-75.51888890000001,51600.0,766.6666666666999,62.8333333333,4.8333333333
59518,"Moses Lake, WA",47.1302778,-119.27694440000002,7650.0,200.0,38.5,7.0
59545,"Moulton, AL",34.48111110000001,-87.2933333,5936.3636363636,818.1818181817999,7.454545454500001,5.454545454500001
59572,"Moultrie, GA",31.1797222,-83.7891667,8700.0,580.0,16.6,4.9
59605,"Moundville, AL",32.9975,-87.63,9364.75,1100.0,9.35,4.1
59815,"Mount Airy, NC--VA",36.4991667,-80.6075,35100.0,766.6666666666999,54.3333333333,3.8333333332999997
59827,"Mount Angel, OR",45.0680556,-122.7988889,600.0,200.0,3.0,4.0
59842,"Mount Carmel, IL",38.4108333,-87.76138890000001,1144.4444444445,511.1111111111,2.5555555556,6.5555555556
59896,"Mount Gilead, OH",40.5491667,-82.8275,4532.0,240.0,19.8,5.8
59910,"Mount Holly Springs, PA",39.733611100000005,-79.14944440000001,10437.8333333333,866.6666666666999,11.333333333299999,18.0
59923,"Mount Hood Village, OR",45.3555556,-121.97944440000002,46783.5,1100.0,46.7,2.1
59950,"Mount Horeb, WI",43.0086111,-89.7383333,6718.0,240.0,29.4,5.2
59977,"Mount Morris, IL",41.3572222,-88.42111109999999,140155.083333333,156.25,233.6666666667,3.1816666667
60004,"Mount Morris, NY",42.5486111,-75.2455556,2875.0,600.0,5.5,10.5
60031,"Mount Olive, NC",35.196388899999995,-78.0666667,3602.5,750.0,5.0,4.125
60058,"Mount Orab, OH",39.0275,-83.91972220000001,34800.0,500.0,72.0,3.75
60085,"Mount Pleasant, IA",40.9636111,-91.5577778,2612.5,300.0,9.0,6.0
60112,"Mount Pleasant, MI",43.597777799999996,-84.7675,4046.6666666666997,466.6666666667,11.0,14.666666666700001
60139,"Mount Pleasant, TN",35.5341667,-87.2069444,2712.5,700.0,4.5,14.75
60166,"Mount Pleasant, TX",33.1566667,-94.9680556,1195.0,600.0,2.6,6.4
60176,"Mount Pleasant, UT",39.546944399999994,-111.4547222,8966.6666666667,266.6666666667,34.6666666667,6.666666666699999
60195,"Mount Pocono--Emerald Lakes, PA",41.088333299999995,-75.42,51600.0,766.6666666666999,62.8333333333,4.8333333333
60223,"Mount Shasta--Weed, CA",41.4227778,-122.385,3151.0,300.0,10.5,4.0
60247,"Mount Sterling, IL",41.788611100000004,-89.6961111,4950.0,533.3333333333001,9.6666666667,6.333333333300001
60274,"Mount Sterling, KY",38.056388899999995,-83.94333329999999,750.0,200.0,4.0,9.0
60301,"Mount Union, PA",39.910277799999996,-76.2633333,19967.4166666667,466.6666666667,42.8333333333,9.9166666667
60382,"Mount Vernon, IA",40.7225,-91.855,3322.7272727273,1000.0,3.6363636364,13.090909090899999
60328,"Mount Vernon, IL",38.8022222,-89.08694440000001,983.3333333333001,400.0,2.6666666667,7.0
60355,"Mount Vernon, IN",38.9847222,-85.6094444,1057.5,500.0,2.5,8.0
60409,"Mount Vernon, KY",36.6369444,-85.50916670000001,2917.8571428571995,785.7142857142999,4.4285714286,4.0
60436,"Mount Vernon, MO",37.0986,-93.8185,19730.769230769198,800.0,28.0769230769,3.0769230769
60463,"Mount Vernon, OH",41.3863889,-80.5688889,17915.3846153846,861.5384615385001,24.1538461538,5.2307692308
60473,"Mount Vernon, TX",34.154444399999996,-99.26472220000001,600.0,200.0,3.0,9.5
60490,"Mount Vernon, WA",48.4213889,-122.33277779999999,7754.166666666701,816.6666666666999,10.0833333333,6.416666666699999
59626,"Mountain City, TN",36.474444399999996,-81.805,908.3333333333001,400.0,2.0,12.0
59653,"Mountain Grove, MO",37.1305556,-92.2633333,840.0,560.0,2.0,4.2
59734,"Mountain Home AFB, ID",43.040147,-115.869348,840.0,400.0,2.0,8.0
59680,"Mountain Home, AR",36.3352778,-92.385,840.0,560.0,2.0,4.2
59707,"Mountain Home, ID",43.133055600000006,-115.69027779999999,840.0,400.0,2.0,8.0
59745,"Mountain House, CA",37.783333299999995,-121.54166670000001,10606.25,500.0,23.5,5.0
59761,"Mountain Lake Park, MD",39.3983333,-79.3819444,4407.75,375.0,12.25,7.75
60517,"Mukwonago, WI",42.8666667,-88.33333329999999,33750.0,700.0,53.375,4.125
60546,"Muldrow--Roland, OK",35.421111100000005,-94.5144444,20325.1875,156.25,33.375,5.405625
60571,"Muleshoe, TX",34.226388899999996,-102.7233333,663.3333333333001,266.6666666667,2.3333333333,11.666666666700001
60598,"Mullins, SC",34.205555600000004,-79.2547222,1983.3333333332998,466.6666666667,5.5,3.8333333332999997
60625,"Muncie, IN",40.1933333,-85.38638890000001,633.3333333333001,433.3333333333,2.1666666667,3.6666666667000003
60652,"Muncy, PA",41.205555600000004,-76.7858333,7083.333333333299,866.6666666666999,8.8333333333,8.0
60684,"Munising, MI",46.41111110000001,-86.6477778,2062.5,750.0,3.0,4.4166666667
60706,"Murfreesboro, NC",36.4422222,-77.0988889,3197.1428571428996,742.8571428571,4.4285714286,6.4285714286
60733,"Murfreesboro, TN",35.845555600000004,-86.39027779999999,21600.0,500.0,43.9375,2.8125
60760,"Murphysboro, IL",37.764444399999995,-89.335,3060.0,400.0,8.5714285714,5.2857142857
60787,"Murray, KY",36.6102778,-88.3147222,1706.25,300.0,5.5,11.5
60799,"Murrieta--Temecula--Menifee, CA",33.728333299999996,-117.14555559999998,29980.0,560.0,79.2,2.2
60814,"Muscatine, IA",41.4244444,-91.0430556,37201.0,800.0,50.375,8.125
60841,"Muskegon, MI",43.2341667,-86.2483333,5385.7142857143,900.0,6.7142857143,4.1428571429000005
60868,"Muskogee, OK",35.7477778,-95.3694444,1575.0,250.0,6.5,8.75
60895,"Myrtle Beach--Socastee, SC--NC",35.759572999999996,-79.0193,29750.0,300.0,100.5,7.0
60930,"Mystic Island, NJ",39.568484000000005,-74.38807,19712.5,475.0,41.375,5.75
60949,"Nacogdoches, TX",31.6033333,-94.6552778,2000.0,836.3636363636,2.4545454545,4.0
60976,"Nampa, ID",43.540833299999996,-116.5625,11628.571428571398,400.0,30.0,6.1428571429
61003,"Nantucket, MA",41.283333299999995,-70.1,19200.0,500.0,42.25,3.25
61030,"Nanty-Glo, PA",40.4722222,-78.83361109999998,10485.0769230769,753.8461538462,17.1538461538,13.0769230769
61057,"Napa, CA",38.2972222,-122.28444440000001,114990.576923077,149.0384615385,193.88461538459998,3.4334615385
61084,"Napoleon, OH",41.3922222,-84.12527779999999,2550.0,200.0,6.5,6.5
61111,"Nappanee, IN",41.4427778,-86.00138890000001,2700.0,300.0,10.0,4.0
61138,"Narrows, VA--WV",37.33138889999999,-80.81138890000001,4595.0,600.0,8.0,5.0
61165,"Nashua, NH--MA",42.7652778,-71.4680556,2300.0,200.0,12.0,4.0
61273,"Nashville-Davidson, TN",36.2775,-85.105,1860.0,840.0,2.6,3.6
61192,"Nashville, AR",33.945555600000006,-93.8469444,1633.3333333332998,700.0,2.5,3.0
61219,"Nashville, GA",31.2072222,-83.25027779999999,2045.0,540.0,4.6,5.8
61246,"Nashville, IL",38.343611100000004,-89.3805556,983.3333333333001,400.0,2.6666666667,7.0
61300,"Nassau Village-Ratliff, FL",30.5075,-81.80027779999999,20450.0,300.0,70.5,5.5
61327,"Natchez, MS--LA",31.560277799999998,-91.4030556,2173.0,883.3333333333001,2.75,5.75
61354,"Natchitoches, LA",31.760555600000004,-93.0861111,2400.0,840.0,3.6,9.2
61381,"Navasota, TX",30.3877778,-96.0875,5600.0,342.8571428571,18.571428571400002,7.5714285714
61408,"Nebraska City, NE",40.6766667,-95.85888890000001,900.0,200.0,5.0,6.0
61435,"Needles, CA--AZ",34.8480556,-114.6133333,6163.6363636364,472.72727272730003,13.5454545455,6.7272727273
61462,"Needville, TX",29.399166700000002,-95.8375,1691.6666666667002,444.4444444444,4.1111111111000005,10.222222222200001
61478,"Nelson, GA",34.381944399999995,-84.3711111,88831.25,850.0,132.25,3.25
61489,"Nelsonville, OH",39.458611100000006,-82.2319444,2000.0,200.0,10.0,12.0
